book_id,books_count,authors,original_publication_year,title,language_code,average_rating,image_url
768,134,Dennis Lehane,2003,Shutter Island,eng,4.07,https://images.gr-assets.com/books/1329269081m/21686.jpg
769,301,Arthur Conan Doyle,1894,The Complete Sherlock Holmes,eng,4.5,https://images.gr-assets.com/books/1465539139m/188572.jpg
770,1129,"William Shakespeare, Roma Gill",1599,Julius Caesar,eng,3.65,https://images.gr-assets.com/books/1354574927m/13006.jpg
771,57,Erik Larson,2011,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",eng,3.81,https://images.gr-assets.com/books/1327864303m/9938498.jpg
772,842,"Plato, Desmond Lee",-380,The Republic,eng,3.9,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
773,689,William Shakespeare,1593,The Taming of the Shrew,en-US,3.81,https://images.gr-assets.com/books/1327935253m/47021.jpg
774,51,Marissa Meyer,2014,"Cress (The Lunar Chronicles, #3)",eng,4.46,https://images.gr-assets.com/books/1470057005m/13206828.jpg
775,66,Patti Smith,2010,Just Kids,en-US,4.14,https://images.gr-assets.com/books/1259762407m/341879.jpg
776,8,Phaidon Press,1997,The Art Book,eng,3.79,https://images.gr-assets.com/books/1411210646m/567616.jpg
777,40,Jane Green,2001,Jemima J,en-US,3.62,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
778,1206,"Victor Hugo, Walter J. Cobb",1831,The Hunchback of Notre-Dame,eng,3.97,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
779,79,Rohinton Mistry,1996,A Fine Balance,eng,4.34,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
780,24,"Bill Watterson, G.B. Trudeau",1987,Calvin and Hobbes,en-US,4.61,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
781,66,Scott Westerfeld,2006,"Specials (Uglies, #3)",eng,3.77,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
782,452,Kate Chopin,1899,The Awakening,eng,3.63,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
783,63,"P.C. Cast, Kristin Cast",2009,"Hunted (House of Night, #5)",eng,3.93,https://images.gr-assets.com/books/1438042897m/4134071.jpg
784,83,Mitch Albom,2006,For One More Day,en-US,4.09,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
785,91,Tom Clancy,1989,"Clear and Present Danger (Jack Ryan Universe, #6)",eng,4.08,https://images.gr-assets.com/books/1291440438m/32669.jpg
786,24,Shel Silverstein,1996,Falling Up,en-US,4.33,https://images.gr-assets.com/books/1327871908m/30120.jpg
787,39,Justin Halpern,2010,Sh*t My Dad Says,,3.98,https://images.gr-assets.com/books/1370399211m/7821447.jpg
788,112,"Irvine Welsh, Eric Lindor Fall",1993,Trainspotting,fre,4.07,https://images.gr-assets.com/books/1375258001m/23955.jpg
789,143,Isaac Asimov,1952,Foundation and Empire (Foundation #2),eng,4.2,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
790,82,Miguel Ruiz,1997,The Four Agreements: A Practical Guide to Personal Freedom,,4.12,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
791,7,Jodi Picoult,2010,House Rules,en-US,4.01,https://images.gr-assets.com/books/1290479868m/6614960.jpg
792,325,"Jacob Grimm, Wilhelm Grimm, Josef Scharl, Padraic Colum, Joseph Campbell, Margaret Raine Hunt, James Stern",1812,The Complete Grimm's Fairy Tales,eng,4.31,https://images.gr-assets.com/books/1369540060m/22917.jpg
793,83,E.L. Konigsburg,1967,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,eng,4.15,https://images.gr-assets.com/books/1327784751m/3980.jpg
794,116,Stephen King,2013,"Doctor Sleep (The Shining, #2)",eng,4.1,https://images.gr-assets.com/books/1362415596m/16130549.jpg
795,138,Nick Hornby,1998,About a Boy,en-US,3.79,https://images.gr-assets.com/books/1382004144m/4271.jpg
796,61,Samantha Young,2012,"On Dublin Street (On Dublin Street, #1)",eng,4.24,https://images.gr-assets.com/books/1490401910m/15760001.jpg
797,44,"Francis Chan, Danae Yankoski, Chris Tomlin",2008,Crazy Love: Overwhelmed by a Relentless God,eng,4.15,https://images.gr-assets.com/books/1328763220m/3206011.jpg
798,49,Dr. Seuss,1960,"One Fish, Two Fish, Red Fish, Blue Fish",,4.12,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
799,99,Dean Koontz,1987,Watchers,,4.16,https://images.gr-assets.com/books/1308458930m/32423.jpg
800,298,Helen Keller,1902,The Story of My Life,eng,4.07,https://images.gr-assets.com/books/1320429331m/821611.jpg
801,71,Jonathan Tropper,2009,This is Where I Leave You,eng,3.88,https://images.gr-assets.com/books/1467397162m/6224935.jpg
802,62,Seth Grahame-Smith,2010,Abraham Lincoln: Vampire Hunter,en-US,3.7,https://images.gr-assets.com/books/1291165397m/7108001.jpg
803,17,"Natsuki Takaya, Alethea Nibley, Athena Nibley",1999,"Fruits Basket, Vol. 1",eng,4.23,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
804,956,William Shakespeare,1623,The Tempest,en-US,3.8,https://images.gr-assets.com/books/1327793692m/12985.jpg
805,61,"P.C. Cast, Kristin Cast",2010,"Burned (House of Night, #7)",eng,3.98,https://images.gr-assets.com/books/1327944437m/6917952.jpg
806,11,"Stephen King, Dave McKean",1997,"Wizard and Glass (The Dark Tower, #4)",eng,4.24,https://images.gr-assets.com/books/1327946510m/5096.jpg
807,89,Dave Eggers,2013,The Circle,eng,3.46,https://images.gr-assets.com/books/1376419833m/18302455.jpg
808,73,Brian Selznick,2007,The Invention of Hugo Cabret,eng,4.23,https://images.gr-assets.com/books/1422312376m/9673436.jpg
809,38,"Aldous Huxley, Christopher Hitchens",1932,Brave New World / Brave New World Revisited,eng,4.16,https://images.gr-assets.com/books/1331315450m/5479.jpg
810,17,Bisco Hatori,2003,"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club, #1)",eng,4.36,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
811,76,Mary Kubica,2014,The Good Girl,eng,3.81,https://images.gr-assets.com/books/1388340126m/18812405.jpg
812,47,Abbi Glines,2012,"Fallen Too Far (Rosemary Beach, #1; Too Far, #1)",eng,4.21,https://images.gr-assets.com/books/1349565157m/16070903.jpg
813,51,Rainbow Rowell,2014,Landline,eng,3.55,https://images.gr-assets.com/books/1499378092m/18081809.jpg
814,62,"P.C. Cast, Kristin Cast",2008,"Tempted (House of Night, #6)",eng,3.96,https://images.gr-assets.com/books/1408633041m/6262365.jpg
815,104,Cormac McCarthy,2005,No Country for Old Men,eng,4.12,https://images.gr-assets.com/books/1443231179m/12497.jpg
816,2,Hilary Mantel,2009,"Wolf Hall (Thomas Cromwell, #1)",eng,3.85,https://images.gr-assets.com/books/1336576165m/6101138.jpg
817,75,Diana Wynne Jones,1986,"Howl's Moving Castle (Howl's Moving Castle, #1)",eng,4.3,https://images.gr-assets.com/books/1407450489m/6294.jpg
818,118,"Stephen King, William Olivier Desmond",2001,Dreamcatcher,fre,3.59,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
819,852,Henry David Thoreau,1854,Walden,eng,3.79,https://images.gr-assets.com/books/1465675526m/16902.jpg
820,170,Kazuo Ishiguro,1989,The Remains of the Day,eng,4.1,https://images.gr-assets.com/books/1327128714m/28921.jpg
821,91,Nicholas Sparks,2010,The Best of Me,en-US,3.91,https://images.gr-assets.com/books/1301685366m/10766509.jpg
822,110,Julian Barnes,2011,The Sense of an Ending,eng,3.7,https://images.gr-assets.com/books/1311704453m/10746542.jpg
823,81,Sue Grafton,1982,"A is for Alibi (Kinsey Millhone, #1)",en-US,3.82,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
824,498,"Sophocles, J.E. Thomas",-430,"Oedipus Rex  (The Theban Plays, #1)",eng,3.67,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
825,52,Lisa See,2009,Shanghai Girls (Shanghai Girls #1),eng,3.87,https://images.gr-assets.com/books/1327968416m/5960325.jpg
826,1150,"Kenneth Grahame, Gillian Avery",1908,The Wind in the Willows,eng,3.98,https://images.gr-assets.com/books/1423183570m/5659.jpg
827,60,Jenny Han,2014,"To All the Boys I've Loved Before (To All the Boys I've Loved Before, #1)",eng,4.11,https://images.gr-assets.com/books/1372086100m/15749186.jpg
828,39,"Marjane Satrapi, Mattias Ripa",2000,"Persepolis: The Story of a Childhood (Persepolis, #1)",eng,4.23,https://images.gr-assets.com/books/1425871473m/9516.jpg
829,557,E.M. Forster,1908,A Room with a View,eng,3.91,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
830,53,Kody Keplinger,2010,The DUFF: Designated Ugly Fat Friend,en-US,3.86,https://images.gr-assets.com/books/1271108843m/6931356.jpg
831,38,Sarah Dessen,2008,Lock and Key,eng,4.01,https://images.gr-assets.com/books/1479691949m/1295102.jpg
832,101,J.D. Robb,1995,"Naked in Death (In Death, #1)",en-US,4.13,https://images.gr-assets.com/books/1297783540m/268602.jpg
833,112,John Grisham,1994,The Chamber,eng,3.76,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
834,1,Stephenie Meyer,2008,"Midnight Sun (Twilight, #1.5)",eng,4.03,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
835,49,"Masashi Kishimoto, Katy Bridges",1999,"Naruto, Vol. 01: The Tests of the Ninja (Naruto, #1)",eng,4.35,https://images.gr-assets.com/books/1435524806m/204042.jpg
836,89,Rachel Joyce,2012,"The Unlikely Pilgrimage of Harold Fry (Harold Fry, #1)",eng,3.89,https://images.gr-assets.com/books/1335816092m/13227454.jpg
837,66,David Levithan,2012,"Every Day (Every Day, #1)",eng,3.99,https://images.gr-assets.com/books/1356993940m/13262783.jpg
838,79,Orson Scott Card,1991,"Xenocide (Ender's Saga, #3)",eng,3.77,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
839,1088,"William Shakespeare, Robert          Jackson, Barbara A. Mowat, Paul Werstine",1596,The Merchant of Venice,eng,3.78,https://images.gr-assets.com/books/1327871054m/24128.jpg
840,120,James Clavell,1975,"Shōgun (Asian Saga, #1)",eng,4.37,https://images.gr-assets.com/books/1397228842m/402093.jpg
841,52,J.R. Ward,2006,"Lover Awakened (Black Dagger Brotherhood, #3)",eng,4.45,https://images.gr-assets.com/books/1388773547m/42900.jpg
842,54,Sarah J. Maas,2015,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",eng,4.29,https://images.gr-assets.com/books/1491595796m/16096824.jpg
843,31,E.L. James,2012,"Fifty Shades Trilogy (Fifty Shades, #1-3)",,4.13,https://images.gr-assets.com/books/1431573483m/13584236.jpg
844,42,"Bill Martin Jr., John Archambault, Lois Ehlert",1989,Chicka Chicka Boom Boom,eng,4.21,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
845,28,Raina Telgemeier,2009,Smile,eng,4.19,https://images.gr-assets.com/books/1438206850m/6393631.jpg
846,51,"George Orwell, Christopher Hitchens",1950,Animal Farm / 1984,eng,4.26,https://images.gr-assets.com/books/1327959366m/5472.jpg
847,48,Jacquelyn Mitchard,1996,"The Deep End of the Ocean (Cappadora Family, #1)",en-US,3.84,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
848,79,Amy Tan,2001,The Bonesetter's Daughter,en-US,3.98,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
849,67,Louise Rennison,1999,"Angus, Thongs and Full-Frontal Snogging (Confessions of Georgia Nicolson, #1)",eng,3.74,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
850,88,Robin Sloan,2012,"Mr. Penumbra's 24-Hour Bookstore (Mr. Penumbra's 24-Hour Bookstore, #1)",eng,3.75,https://images.gr-assets.com/books/1345089845m/13538873.jpg
851,111,V.C. Andrews,1979,"Flowers in the Attic (Dollanganger, #1)",eng,3.79,https://images.gr-assets.com/books/1327880853m/43448.jpg
852,80,"Paul Kalanithi, Abraham Verghese",2016,When Breath Becomes Air,eng,4.32,https://images.gr-assets.com/books/1492677644m/25899336.jpg
853,49,Jerry Spinelli,1990,Maniac Magee,eng,3.86,https://images.gr-assets.com/books/1395884800m/139463.jpg
854,87,Chuck Palahniuk,1999,Invisible Monsters,eng,4,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
855,861,William Shakespeare,1601,Twelfth Night,eng,3.97,https://images.gr-assets.com/books/1416628008m/1625.jpg
856,73,Lois Lowry,2000,"Gathering Blue (The Giver, #2)",eng,3.8,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
857,38,Ellen Raskin,1978,The Westing Game,eng,4.03,https://images.gr-assets.com/books/1356850909m/902.jpg
858,83,Pierce Brown,2014,"Red Rising (Red Rising, #1)",eng,4.26,https://images.gr-assets.com/books/1461354651m/15839976.jpg
859,48,Brent Weeks,2008,"The Way of Shadows (Night Angel, #1)",en-US,4.15,https://images.gr-assets.com/books/1327881551m/3227063.jpg
860,48,Barbara Kingsolver,1988,"The Bean Trees (Greer Family, #1)",eng,3.94,https://images.gr-assets.com/books/1443483961m/30868.jpg
861,58,Jamie McGuire,2013,"Walking Disaster (Beautiful, #2)",eng,4.23,https://images.gr-assets.com/books/1352338368m/15745950.jpg
862,34,Brandon Sanderson,2014,"Words of Radiance (The Stormlight Archive, #2)",eng,4.77,https://images.gr-assets.com/books/1391535251m/17332218.jpg
863,148,"Sam McBratney, Anita Jeram",1988,Guess How Much I Love You,en-US,4.36,https://images.gr-assets.com/books/1320457007m/301736.jpg
864,76,Diana Gabaldon,2001,"The Fiery Cross (Outlander, #5)",eng,4.26,https://images.gr-assets.com/books/1407366842m/10967.jpg
865,119,"Stephen King, John D. MacDonald",1978,Night Shift,en-GB,3.96,https://images.gr-assets.com/books/1342215309m/10628.jpg
866,109,Peter Benchley,1974,Jaws,eng,3.96,https://images.gr-assets.com/books/1327958767m/126232.jpg
867,96,Nicole Krauss,2005,The History of Love,eng,3.91,https://images.gr-assets.com/books/1327911009m/3867.jpg
868,215,"Astrid Lindgren, Lauren Child, Florence Lamborn, Nancy Seligsohn",1945,Pippi Longstocking,eng,4.11,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
869,127,"Muriel Barbery, Alison Anderson",2006,The Elegance of the Hedgehog,eng,3.73,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
870,40,"Doris Kearns Goodwin, Suzanne Toren",2005,Team of Rivals: The Political Genius of Abraham Lincoln,eng,4.3,https://images.gr-assets.com/books/1347278868m/2199.jpg
871,59,Charlaine Harris,2010,"Dead in the Family (Sookie Stackhouse, #10)",en-US,3.88,https://images.gr-assets.com/books/1290479828m/7091488.jpg
872,388,"Albert Camus, Stuart Gilbert",1947,The Plague,en-US,3.97,https://images.gr-assets.com/books/1342837610m/11989.jpg
873,97,"Lemony Snicket, Brett Helquist",1999,"The Reptile Room (A Series of Unfortunate Events, #2)",eng,3.95,https://images.gr-assets.com/books/1352146294m/78418.jpg
874,35,Susannah Cahalan,2012,Brain on Fire: My Month of Madness,eng,4,https://images.gr-assets.com/books/1353173297m/13547180.jpg
875,62,Melissa Marr,2007,"Wicked Lovely (Wicked Lovely, #1)",en-US,3.69,https://images.gr-assets.com/books/1327814035m/305234.jpg
876,55,H.A. Rey,1941,Curious George,en-CA,4.13,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
877,218,"Michael Ende, Ralph Manheim, Roswitha Quadflieg",1979,The Neverending Story,eng,4.17,https://images.gr-assets.com/books/1327871159m/27712.jpg
878,59,Sylvia Nasar,1998,A Beautiful Mind,en-GB,4.12,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
879,534,"Upton Sinclair, Earl Lee, Kathleen DeGrave",1906,The Jungle,eng,3.72,https://images.gr-assets.com/books/1332140681m/41681.jpg
880,52,Kelley Armstrong,2008,"The Summoning (Darkest Powers, #1)",en-US,4.03,https://images.gr-assets.com/books/1478986944m/2800905.jpg
881,124,Oliver Sacks,1985,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,en-US,4.04,https://images.gr-assets.com/books/1447047702m/63697.jpg
882,144,Ken Follett,1978,Eye of the Needle,en-US,4.16,https://images.gr-assets.com/books/1327939511m/92364.jpg
883,103,Margaret Atwood,2000,The Blind Assassin,eng,3.95,https://images.gr-assets.com/books/1451445426m/78433.jpg
884,29,Ransom Riggs,2014,"Hollow City (Miss Peregrine’s Peculiar Children, #2)",eng,4.07,https://images.gr-assets.com/books/1429175859m/23164983.jpg
885,43,Andre Dubus III,1999,House of Sand and Fog,eng,3.83,https://images.gr-assets.com/books/1428883041m/359770.jpg
886,69,M.R. Carey,2014,The Girl with All the Gifts,eng,3.93,https://images.gr-assets.com/books/1403033579m/17235026.jpg
887,134,William Faulkner,1930,As I Lay Dying,eng,3.72,https://images.gr-assets.com/books/1451810782m/77013.jpg
888,33,Crockett Johnson,1955,Harold and the Purple Crayon,eng,4.24,https://images.gr-assets.com/books/1327390957m/98573.jpg
889,57,J.R. Ward,2006,"Lover Eternal (Black Dagger Brotherhood, #2)",eng,4.35,https://images.gr-assets.com/books/1300845974m/35729.jpg
890,146,Isaac Asimov,1953,Second Foundation (Foundation #3),eng,4.23,https://images.gr-assets.com/books/1417900922m/29580.jpg
891,59,Jim Butcher,2001,"Fool Moon (The Dresden Files, #2)",eng,4.04,https://images.gr-assets.com/books/1345556849m/91477.jpg
892,68,Malcolm Gladwell,2011,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",eng,3.9,https://images.gr-assets.com/books/1391813567m/15751404.jpg
893,37,"Hiromu Arakawa, Akira Watanabe",2002,"Fullmetal Alchemist, Vol. 1 (Fullmetal Alchemist, #1)",eng,4.49,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
894,98,Terry Pratchett,1989,"Guards! Guards! (Discworld, #8)",eng,4.32,https://images.gr-assets.com/books/1431127356m/64216.jpg
895,57,Joan Didion,2005,The Year of Magical Thinking,eng,3.86,https://images.gr-assets.com/books/1327878638m/7815.jpg
896,98,Lionel Shriver,2003,We Need to Talk About Kevin,eng,4.07,https://images.gr-assets.com/books/1327865017m/80660.jpg
897,151,Arthur C. Clarke,1973,"Rendezvous with Rama (Rama, #1)",eng,4.06,https://images.gr-assets.com/books/1405456427m/112537.jpg
898,100,Anne Rice,1988,"The Queen of the Damned (The Vampire Chronicles, #3)",eng,3.86,https://images.gr-assets.com/books/1327871992m/43758.jpg
899,836,"Edith Wharton, Maureen Howard",1920,The Age of Innocence,eng,3.93,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
900,104,Richard Dawkins,1976,The Selfish Gene,eng,4.11,https://images.gr-assets.com/books/1366758096m/61535.jpg
901,20,Geraldine Brooks,2001,Year of Wonders,eng,4,https://images.gr-assets.com/books/1327936622m/4965.jpg
902,130,Michael Connelly,1992,"The Black Echo (Harry Bosch, #1; Harry Bosch Universe, #1)",eng,4.08,https://images.gr-assets.com/books/1344265342m/32508.jpg
903,460,Ayn Rand,1938,Anthem,eng,3.62,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
904,50,Sylvain Reynard,2011,"Gabriel's Inferno (Gabriel's Inferno, #1)",eng,4.02,https://images.gr-assets.com/books/1301789770m/10140661.jpg
905,28,"Judi Barrett, Ron Barrett",1978,Cloudy With a Chance of Meatballs,eng,4.15,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
906,65,Helen Simonson,2010,Major Pettigrew's Last Stand,eng,3.87,https://images.gr-assets.com/books/1320539020m/6643090.jpg
907,73,Nora Roberts,2009,"Vision in White (Bride Quartet, #1)",eng,4.1,https://images.gr-assets.com/books/1316972164m/5598113.jpg
908,69,Jodi Picoult,2006,The Tenth Circle,eng,3.48,https://images.gr-assets.com/books/1348575053m/10909.jpg
909,66,Rick Riordan,2011,"The Throne of Fire (Kane Chronicles, #2)",eng,4.2,https://images.gr-assets.com/books/1366227973m/9067850.jpg
910,64,John Scalzi,2005,"Old Man's War (Old Man's War, #1)",eng,4.23,https://images.gr-assets.com/books/1487044882m/51964.jpg
911,112,Stephen King,1992,Gerald's Game,eng,3.47,https://images.gr-assets.com/books/1297737756m/32692.jpg
912,76,Janet Evanovich,1996,"Two for the Dough (Stephanie Plum, #2)",eng,4.11,https://images.gr-assets.com/books/1330926461m/6427.jpg
913,63,"Irma S. Rombauer, Marion Rombauer Becker, Ethan Becker",1931,The Joy of Cooking,,4.14,https://images.gr-assets.com/books/1379313627m/327847.jpg
914,98,Joe Haldeman,1974,"The Forever War (The Forever War, #1)",eng,4.15,https://images.gr-assets.com/books/1386852511m/21611.jpg
915,125,"Stephen King, Bettina Blanch Tyroller",1994,Insomnia,spa,3.79,https://images.gr-assets.com/books/1354355494m/10585.jpg
916,69,Azar Nafisi,2003,Reading Lolita in Tehran,eng,3.57,https://images.gr-assets.com/books/1397751318m/7603.jpg
917,82,Joe Abercrombie,2006,"The Blade Itself (The First Law, #1)",eng,4.14,https://images.gr-assets.com/books/1284167912m/944073.jpg
918,121,Eoin Colfer,2002,"The Arctic Incident (Artemis Fowl, #2)",eng,3.94,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
919,95,Annie Proulx,1993,The Shipping News,eng,3.83,https://images.gr-assets.com/books/1469036074m/7354.jpg
920,94,"Marie Kondō, Cathy Hirano",2011,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,eng,3.77,https://images.gr-assets.com/books/1418767178m/22318578.jpg
921,74,"Jennifer Niven, فرانک معنوی",2015,All the Bright Places,eng,4.19,https://images.gr-assets.com/books/1404331702m/18460392.jpg
922,95,Kathy Reichs,1997,"Déjà Dead (Temperance Brennan, #1)",eng,3.86,https://images.gr-assets.com/books/1334157601m/231604.jpg
923,85,Michael Scott,2007,"The Alchemyst (The Secrets of the Immortal Nicholas Flamel, #1)",eng,3.84,https://images.gr-assets.com/books/1361310229m/17402605.jpg
924,78,Jeffrey Eugenides,2011,The Marriage Plot,eng,3.42,https://images.gr-assets.com/books/1328736940m/10964693.jpg
925,126,"Isabel Allende, Margaret Sayers Peden",1998,Daughter of Fortune,eng,3.89,https://images.gr-assets.com/books/1299666780m/16527.jpg
926,58,Jessica Knoll,2015,Luckiest Girl Alive,eng,3.48,https://images.gr-assets.com/books/1425975301m/22609317.jpg
927,22,Ellen Hopkins,2004,"Crank (Crank, #1)",eng,4.16,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
928,64,Maggie Stiefvater,2012,"The Raven Boys (The Raven Cycle, #1)",eng,4.05,https://images.gr-assets.com/books/1477103737m/17675462.jpg
929,26,Richard Matheson,1954,I Am Legend and Other Stories,eng,3.99,https://images.gr-assets.com/books/1317791583m/547094.jpg
930,87,Elizabeth Strout,2008,Olive Kitteridge,eng,3.78,https://images.gr-assets.com/books/1320430655m/1736739.jpg
931,71,"Lena Dunham, Joana Avillez",2014,"Not That Kind of Girl: A Young Woman Tells You What She's ""Learned""",eng,3.33,https://images.gr-assets.com/books/1402816003m/20588698.jpg
932,63,James C. Collins,2001,Good to Great: Why Some Companies Make the Leap... and Others Don't,eng,4.04,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
933,70,Kristin Cashore,2009,"Fire (Graceling Realm, #2)",en-US,4.12,https://images.gr-assets.com/books/1331535456m/6137154.jpg
934,187,Samuel Beckett,1952,Waiting for Godot,eng,3.81,https://images.gr-assets.com/books/1327910301m/17716.jpg
935,1085,Jack London,1906,White Fang,eng,3.94,https://images.gr-assets.com/books/1475878443m/43035.jpg
936,105,"Stephen King, Bernie Wrightson",2003,"Wolves of the Calla (The Dark Tower, #5)",eng,4.17,https://images.gr-assets.com/books/1419360231m/4978.jpg
937,81,Philip Pullman,2000,His Dark Materials (His Dark Materials #1-3),eng,4.25,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
938,61,J.A. Redmerski,2012,"The Edge of Never (The Edge of Never, #1)",en-US,4.26,https://images.gr-assets.com/books/1358810128m/16081272.jpg
939,46,Kimberly McCreight,2013,Reconstructing Amelia,eng,3.82,https://images.gr-assets.com/books/1350193583m/15776309.jpg
940,88,Jojo Moyes,2014,One Plus One,eng,3.94,https://images.gr-assets.com/books/1403185695m/18693716.jpg
941,138,Michael Cunningham,1998,The Hours,en-US,3.91,https://images.gr-assets.com/books/1479663379m/11899.jpg
942,34,Alice Clayton,2012,"Wallbanger (Cocktail, #1)",eng,4.1,https://images.gr-assets.com/books/1352205960m/15858248.jpg
943,42,David Sedaris,1997,Holidays on Ice,eng,3.95,https://images.gr-assets.com/books/1328330843m/4136.jpg
944,132,Stephen King,1996,Desperation,eng,3.8,https://images.gr-assets.com/books/1395764566m/10584.jpg
945,66,Lauren Kate,2011,"Passion (Fallen, #3)",eng,3.89,https://images.gr-assets.com/books/1362339802m/9369720.jpg
946,66,James Dashner,2012,"The Kill Order (Maze Runner, #0.5)",eng,3.69,https://images.gr-assets.com/books/1330636153m/13089710.jpg
947,67,Susan Ee,2011,"Angelfall (Penryn & the End of Days, #1)",en-US,4.19,https://images.gr-assets.com/books/1423238576m/11500217.jpg
948,49,Richard Russo,2001,Empire Falls,eng,3.91,https://images.gr-assets.com/books/1403184884m/187020.jpg
949,56,Robert Jordan,1993,"The Fires of Heaven (Wheel of Time, #5)",en-US,4.13,https://images.gr-assets.com/books/1327866286m/13895.jpg
950,71,Jandy Nelson,2014,I'll Give You the Sun,eng,4.14,https://images.gr-assets.com/books/1496659336m/20820994.jpg
951,63,Chuck Palahniuk,1999,Survivor,en-US,3.93,https://images.gr-assets.com/books/1327346693m/22283.jpg
952,80,Sophie Kinsella,2007,"Shopaholic & Baby (Shopaholic, #5)",eng,3.77,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
953,105,Stephen King,2004,"The Dark Tower (The Dark Tower, #7)",en-US,4.27,https://images.gr-assets.com/books/1372296329m/5091.jpg
954,14,Catherine Hardwicke,2009,Twilight Director's Notebook : The Story of How We Made the Movie Based on the Novel by Stephenie Meyer,en-US,4.2,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
955,93,Sophie Kinsella,2001,"Shopaholic Takes Manhattan (Shopaholic, #2)",en-US,3.75,https://images.gr-assets.com/books/1266449959m/9418.jpg
956,97,Richard Feynman,1984,"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",en-US,4.29,https://images.gr-assets.com/books/1348445281m/5544.jpg
